,origins,manufacturing_places,purchase_places
214257,"Ardèche,France","Ruoms,Ardèche,France",Ruoms
214258,"Rully,France","Rully,France",Rully
214259,France,France,"Ruoms,France"
214261,"Bourgogne,France","Chagny,Bourgogne,France","Chagny,France"
214266,,France,France
214269,,"Vilassar de Mar, Barcelona (provincia), Cataluña, España",España
214270,Espagne,Andalousie,Paris
214275,,France,France
214283,,France,Besse
214284,,tunisie,sfax
214295,,France,France
214299,Sill,Plouvien,Marseille
214306,,"Corrèze,France","France,Nantes"
214312,,France,France
214313,,"REYMOND Didier,05150,Montmorin,France","Le Bersac,France"
214317,"Agricultura UE,Agricultura no UE",Alemania,España
214319,"Agricultura UE,Agricultura no UE",Alemania,España
214320,"Agricultura UE, Agricultura no UE",Alemania,España
214321,"Agricultura UE, Agricultura no UE",Alemania,España
214322,,Saint Grégoire,"Rennes,France"
214324,,France,France
214328,france,france,leader price draguignan
214330,Irland,"Irland,Deutschland",Stuttgart
214336,France,France,"France,Carquefou"
214339,,France,France
214342,Corée du Sud,Corée du Sud,"Paris,France"
214344,,France,France
214345,,France,France
214347,,Cameroun,"Rillieux-la-Pape,France"
214351,,France,France
214352,"loire atlantique,France","provence,France","clermont ferrand,France"
214364,,"Soup'idéale - 223 Allée d'Allemagne - Zone Artoipôle - 62223 Feuchy,Pas-de-Calais,Nord-Pas-de-Calais,France","Villers Bocage 80260,France"
214365,,"Soup'idéale - 223 Allée d'Allemagne - Zone Artoipôle - 62223 Feuchy,Pas-de-Calais,Nord-Pas-de-Calais,France","Villers Bocage 80260,France"
214371,,France,France
214378,,"Grasse,France",France
214380,,"Voiron,France",France
214382,,"France,Grasse-France",France
214384,,France,France
214385,,France,France
214387,,Portugal,Portugal
214396,,"Augsburg,D-86179,Allemagne",France
214399,france,france,draguignan
214402,,França,Almada
214403,,Portugal,Portugal
214404,,Portugal,Portugal
214405,,Portugal,Portugal
214406,,Portugal,Portugal
214408,,France,"France,Nantes"
214415,,Portugal,"Almada,Portugal"
214416,,Portugal,Portugal
214417,,Portugal,Portugal
214418,Pommes de France,France,"France,Carquefou"
214423,,"France,Pas-de-Calais","France,Nantes"
214424,,France,France
214425,,France,"France,Sainte-Luce-sur-Loire"
214427,"Saumon atlantique (Salmo salar),Norvège,Lettre (N),Chili,Lettre (C),Grande-Bretagne,Lettres (GB),Irlande,Lettre (I)","Frima NV - Napoleonlaan 16 - 8400 Ostende,Province de Flandre-Occidentale,Région flamande,Belgique","Villers Bocage 80260,France"
214429,"Colin d'Alaska (Theragra chalcogramma),Pacifique Nord-Est ou Nord-Ouest","Marie Surgelés - MS (Filiale Groupe Lambert Dodard Chancereul - LDC) - Zone Economique de Coquine - Le Pont de Barroux - 79600 Airvault,Deux-Sèvres,Poitou-Charentes,France","Villers Bocage 80260,France"
214430,Portugal,"Olhão,Portugal","Almada,Portugal"
214434,France,France,France
214446,,Россия,"Москва,Россия"
214448,,France,France
214449,,France,France
214450,,France,France
214452,Saumon Atlantique (Salmo salar),"Marie (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI de l'Aubrée - 72300 Sablé-sur-Sarthe,Sarthe,Pays de la Loire,France","Villers Bocage 80260,France"
214453,,"Marie (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI de l'Aubrée - 72300 Sablé-sur-Sarthe,Sarthe,Pays de la Loire,France","Villers Bocage 80260,France"
214454,,"Marie (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI de l'Aubrée - 72300 Sablé-sur-Sarthe,Sarthe,Pays de la Loire,France","Villers Bocage 80260,France"
214462,,France,France
214472,,France,France
214473,France,France,France
214481,,Royaume-Uni,"France,Paris"
214482,,Royaume-Uni,"Paris,France"
214483,"Viande de porc britannique,Grande-Bretagne",Royaume-Uni,"Paris,France"
214485,,France,"France,Rennes"
214486,,"France,83140,Var","France,Nantes"
214487,Inde,France,"France,Rennes"
214489,,France,"Nantes,France"
214491,Sri Lanka,France,"Haguenau,Nantes,Rennes,Saumur,France"
214492,,"France,Sagy,95450","France,Nantes,Haguenau"
214493,,France,France
214496,,Allemagne,"France,Paris"
214498,Ceylan,http://www.episaveurs.fr/produit/epicerie/produit_0004596.html,"France,Nantes,Haguenau,Saumur"
214499,,France,"Nantes,Haguenau,Saumur,Rennes"
214508,,France,"France,Saint-Herblain"
214575,"Normandie,France",Camembert,"Camembert,Normandie"
214576,,France,"France,Haguenau,Rennes,Saumur"
214578,,Espagne,"Haguenau,France"
214579,,Espagne,"Haguenau,France"
214580,,GERMANY (Allemagne) - BERLIN,Arue - Tahiti - Polynésie Française
214582,,Espagne,"France,Haguenau"
214584,,Espagne,"France,Haguenau,Rennes,Saumur"
214585,Thé de Chine,France,"France,Haguenau,Rennes,Saumur"
214586,"Royaume-Uni,Angleterre","Royaume-Uni,Angleterre","France,Paris"
214587,"Royaume-Uni,Angleterre","Angleterre,Royaume-Uni","Paris,France"
214588,,"Royaume-Uni,Angleterre","France,Paris"
214594,,Normandie,REIMS
214596,Océan Pacifique,France,"France,Paris"
214597,Variable,France,"Trignac,France"
214599,Saint-Domingue,France,"France,Trignac"
214601,,France,France
214612,,France,"Nantes,France"
214652,France,France,"France,Haguenau,Rennes,Vannes"
214653,,"Marie (Filiale Groupe Lambert Dodard Chancereul - LDC) - ZI de l'Aubrée - 72300 Sablé-sur-Sarthe,Sarthe,Pays de la Loire,France","Villers Bocage 80260,France"
214654,"Berlin,Morizplatz",Berlin,Berlin
214657,,Espagne,"France,Rennes,Haguenau"
214658,,France,Tahiti
214659,,France,"France,Haguenau,Beauvais"
214665,,France,"Francheville,France"
214666,Union Européenne,"France,Alsace","Haguenau,France,Vannes"
214668,,France,"France,Lyon"
214673,France,"France,Rennes,Bretagne","France,Saint-Nazaire"
214675,,France,"France,Nantes"
214679,,France,"France,Nantes"
214680,France,"Indre-et-Loire,37160","Fondettes,France"
214683,"France,Loire-Atlantique","France,Clisson","France,Clisson"
214686,,Deutschland,Münster
214691,,France,France
214702,,France,"France,Haguenau,Vannes,Saumur"
214705,Suisse,Le Sapalet SARL Produits laitiers La Combe 1658 Rossinière VD Suisse,"Ollon,Suisse"
214708,Suisse,Société de Fromagerie du Brassus Le Rocher 4 1348 Le Brassus VD Suisse,"Le Brassus,Suisse"
214718,,France,France
214720,,France,"Fonbeauzard,France"
214722,,España,España
214723,,Alemania,España
214727,,France,"Nantes,France,Paris"
214729,,France,France
214731,,France,"Courrières,France"
214734,,Allemagne,"Toulouse,France"
214737,,France,"Fonbeauzard,France"
214738,,FRANCE,"Fonbeauzard,France"
214753,,France,France
214754,,Alemania,España
214755,,Tailandia,España
214763,,Tailandia,España
214765,,"France,Nimes","Marseille 5°,France"
214770,,France,France
214772,,France,France
214773,,France,France
214778,Côte d'Ivoire,France,"Trignac,France"
214782,,"Oosterhout,The Netherlands",Portugal
214785,,France,France
214787,Québec,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu
214790,Agricultura UE / no UE,Bélgica,España
214791,,España,España
214792,,España,España
214793,Agricultura UE,Austria,España
214794,,Alemania,España
214795,,Alemania,España
214796,"Sao Paulo,Brazil","Berlin,Deutschland",Berlin
214800,,Chine,"Courrières,France"
214801,,France,"Aucamville,France"
214802,,France,"Blagnac,France"
214803,,France,"France,Haguenau"
214804,,France,"France,Haguenau"
214805,,France,"France,Haguenau"
214806,,France,"France,Haguenau"
214808,,France,"France,Haguenau"
214811,"Karaman,Türkiye","Karaman,Türkiye","İstanbul,Türkiye"
214820,,Alemania,España
214821,,Alemania,España
214822,,España,España
214823,,España,España
214824,,España,España
214826,,"Bretagne,France",France
214827,,France,France
214840,,France,"France,Carquefou"
214844,"France,Vendée,Minoterie Giraudineau","France,Saint-Nazaire","France,Saint-Nazaire"
214846,,Belgique,Tournai Belgique
214847,France,France,"France,Carquefou"
214852,Lituanie,Lituanie,"Allonnes,France,Sarthe"
214854,,75009 PARIS,France
214870,Union Européenne,UE,Paris
214873,,France,"France,Haguenau"
214875,,France,"France,Haguenau"
214876,,France,"France,Haguenau"
214878,,France,France
214886,,France,"France,Nantes"
214888,,Japon,"France,Carquefou"
214891,,Jandu,france
214892,,Lyon,"Rillieux-la-Pape,France"
214894,,France,France
214896,,"Lyon,France",Rillieux-la-Pape
214897,,"Lyon,France",Rillieux-la-Pape
214901,,France,"Courrières,France"
214904,,France,"France,Trignac"
214909,Tunisie,Monastir,France
214910,Union Européenne,Royaume-Uni,France
214911,Turquie,France,France
214930,,avignon,draguignan
214932,,"Allemagne,France","France,Trignac"
214933,,Royaume-Uni,"France,Trignac"
214935,,"Allemagne,France","France,Trignac"
214937,,"Antananarivo,Madagascar",Antananarivo Madagascar
214939,França,França,"Almada,Portugal"
214941,,MADAGASCAR,"ANTANANARIVO,MADAGASCAR"
214942,Madagascar,MADAGASCAR,"ANTANANARIVO,MADAGASCAR"
214948,Italie,"64026 Roseto degli Abruzzi,Italie",Lyon France
214950,,"Barcelona,Espagne","Lyon,France"
214959,,Alemania,España
214965,Cacao Michel Cluizel,"Vitré,Bretagne,Ille et Vilaine,France","Rennes,Ille et Vilaine,Bretagne,France"
214966,Cacao Michel Cluizel,"Vitré,France,Bretagne,Ille et Vilaine","Rennes,France,35000,Ille et Vilaine"
214970,France,France,"France,Saint-Nazaire"
214974,Indéterminée,Indéterminé,France
215005,France,France,"France,Nantes"
215006,,Italia,España
215007,,Italia,España
215008,,Italia,España
215011,Cameroun,France,"France,Trignac"
215024,,France,"France,Trignac"
215041,Aragón,"España,Zaragoza",Corte Inglés
215052,,España,España
215053,,España,España
215055,,Allemagne,"Toulouse,France"
215056,,France,"Courrières,France"
215057,,"France,Bondoufle","France,Nantes"
215058,,Angers,"France,Angers,Nantes"
215059,"Bretagne,Finistère,Pays de Cornouaille","29500,Ergué-Gaberic,Finistère,Bretagne,France","29100,Douarnenez"
215069,,France,France
215078,,Allemagne,"France,Saint-Nazaire"
215090,,"Wescelas Chancerelle,ZI Lannugat,29100,Douarnenez,Bretagne,Finistère,France",Douarnenez
215091,?,?,F-77480 Mousseaux-les-Bray
215092,India,New York,"Norwalk,CT,USA"
215097,,France,"France,Haguenau"
215099,,France,"France,Haguenau"
215100,,France,France
215127,,France,"France,Haguenau"
215130,,"41250,Maslives,Loir-et-Cher,France","Blois,France"
215133,,"Estillac,Lot et Garonne,France",France
215222,Royaume-Uni,Royaume-Uni,"Paris,France"
215233,Italy,Italy,italia
215235,,Espagne,france
215242,,Deutschland,Deutschland
215243,,Deutschland,Deutschland
215244,,Deutschland,Deutschland
215245,,Deutschland,Deutschland
215246,,Deutschland,Deutschland
215258,,Grecia?,España
215259,,France,France
215263,Cameroun,Cameroun,"Aubervilliers,France"
215272,Équateur,France,"France,Trignac"
215273,,France,"France,Trignac"
215282,Thé du Sri Lanka,Pays-Bas,"France,Carré Sénart"
215298,Cacao Michel Cluizel,"35500,Vitré,Ille et Vilaine,Bretagne,France,Ets Bruno Le Derf",France
215300,"France,Paris","Conteneur,Station F,Paris,France",Paris
215304,,France,"France,Trignac"
215307,,France,"France,Lille"
215335,,Deutschland,Deutschland
215336,,Deutschland,Deutschland
215337,,Deutschland,Deutschland
215338,,Deutschland,Deutschland
215339,,Deutschland,Deutschland
215340,,Deutschland,Deutschland
215344,,"Atelier Nubio,France","Paris,France,Suisse"
215345,,France,"France,Paris"
215355,Italy,Italy,UK
215356,Italy,Italy,UK
215361,"Lait Breton,Lait France,Beurre France","Bretagne,France","Paris,France"
215362,"Isère,France","Fromagerie de l'Etoile du Vercors,Saint Juste de Claix,Isère,France",Pont de Beauvoisin
215406,,Italia- San Rocco al Porto (Lodi),Ferrara
215420,,Alemania,España
215421,,Alemania,España
215422,,Alemania,España
215428,,Italia-Ravenna,Ferrara
215438,Union Européenne,UE,FRANCE
215439,Union Européenne,UE,FRANCE
215451,,"Томилівка,Україна","Дніпро,Україна"
215486,Thaïlande,Thaïlande,Toulon (France)
215507,France,France,"France,Paris"
215509,,France,France
215512,Atlantique Nord Est,Boulogne sur Mer,"Guérande,Loire Atlantique"
215515,,Alemania,España
215516,,France,"France,Saint-Nazaire"
215522,UK,UK,"chipping norton,oxfordshire,uk"
215532,,France,"Paris,France"
215533,,"France,Jaxu","Paris,France"
215534,,France,"Paris,France"
215535,France,France,"Paris,France"
215536,France,France,"Paris,France"
215537,,France,"Paris,France"
215538,France,"France,La Chapelle-Heulin","Paris,France"
215539,France,France,"Paris,France"
215540,France,"France,Provence","Paris,France"
215541,France,France,"Paris,France"
215542,France,France,"Paris,France"
215543,France,France,"Paris,France"
215544,France,France,"Paris,France"
215545,,France,"Paris,France"
215546,France,"France,Bourgogne","Paris,France"
215547,,France,"Paris,France"
215548,France,France,"Paris,France"
215549,France,France,"Paris,France"
215550,France,"France,Argelier,Languedoc","Paris,France"
215551,France,"France,Vendée","Paris,France"
215552,France,France,"Paris,France"
215553,France,France,"Paris,France"
215554,France,France,"Paris,France"
215555,,"France,Savoie","Paris,France"
215556,France,"France,Sud de la France","Paris,France"
215557,,France,"Paris,France"
215558,"Jura,France","Jura,France","Paris,France"
215559,,France,"Paris,France"
215560,Union Européenne,France,"Paris,France"
215561,France,France,"Paris,France"
215562,France,France,"Paris,France"
215564,Inde,Inde,France
215566,océan ouest indien,Inde,France
215567,"Océan Atlantique Centre-Est,FAO N°34",Sénégal,France
215568,"FAO 21,Atlantique Nord-Ouest,FAO27,Atlantique Nord-Est",Espagne,France
215569,,hongrie,france
215571,Pays de Loire,Pays de Loire,"Aoste,France"
215577,UK,UK,France
215578,UK,UK,France
215579,UK,UK,"Paris,France"
215598,fr,fr,france
215603,,Sainte Luce sur Loire,France
215608,,Espagne,France
215611,Cd. de Mexico,Cd. de Mexico,walmart
215615,CD. DE MEXICO,CD. DE MEXICO,WALMART
215617,Cd. de Mexico,Cd. de Mexico,Walmart
215619,Ciudad de Mexico,Cuajimalpa de Morelos Ciudad de Mexico,Walmart
215622,Etats Unis,Etats Unis,France
215623,Mexico,Mexico,Walmart
215624,Cuajimalpa de Morelos Ciudad de Mexico,Cuajimalpa de Morelos Ciudad de Mexico,Walmart
215626,Mexico,Jalisco,Walmart
215627,China,China,Almeria Spain
215628,Mexico,Lomas de Chapultepec Ciudad de Mexico,Walmart
215650,México,Queretaro,Walmart
215651,Mexico,Queretaro,Walmart
215652,,Italia,ItaliaFerrara
215655,Saveur Occitanie,"Bagard 30140,GARD,Cévennes,Occitanie","Bagard,France,GARD,Occitanie"
215656,"France,Saveur Occitanie","Bagard,Gard,Occitanie,France,30140","Bagard,Gard,Occitanie,France"
215659,France,"Bagard,GARD,OCCITANIE,FRANCE","Bagard,Gard,Occitanie,France"
215660,France,"France,Occitanie,Gard,Bagard","Bagard,Gard,Occitanie,France"
215661,France,"Bagard,Gard,Occitanie,France","Bagard,Gard,Occitanie,France"
215662,France,"France,Occitanie,Gard,Bagard","France,Occitanie,Gard,Bagard"
215663,France,"Bagard,Gard,Occitanie,France","Bagard,Gard,France"
215664,"France,Saveur Occitanie","France,Occitanie,Gard,Bagard,30,30140","Bagard,Gard,Occitanie,FRANCE,30140"
215665,France,"Bagard,Gard,Occitanie,France","Bagard,Gard,Occitanie,France"
215669,"Saveur Occitanie,France","Bagard,Gard,Occitanie,France","Bagard,Gard,Occitanie,France"
215670,France,"France,Occitanie,Rhone,Bagard","Bagard,Gard,Occitanie,France"
215671,"Saveur Occitanie,France","Occitanie,France","Bagard,Gard,Occitanie,France"
215672,"Saveurs Occitanie,France,Gard,Bagard,Lozère","Bagard,Gard,Lozère,Occitanie,France","Bagard,Gard,Occitanie,FRANCE"
215673,"Saveur Occitanie,France","Bagard,Gard,Occitanie,France","Bagard,Gard,Occitanie,France"
215693,,Angleterre,internet
215698,,Graulhet (81) Fance,france
215707,Italia,Italia,Ferrara
215742,,Ireland,"Dublin,Ireland"
215743,france,"Avoudrey,France",Besançon
215757,,España,España
215758,,España,España
215759,,España,España
215777,france,france,france
215779,,Italie,"Italie,Gênes"
215806,Estados Unidos,Guanajuato México,Walmart
215815,,Alemania,España
215816,,Alemania,España
215817,,Alemania,España
215818,,Alemania,España
215819,,Alemania,España
215826,Italia,Ciudad de México,Walmart
215833,MEXICO,MEXICO,MEXICO
215836,México,Estado de México,Walmart
215840,México,colima,Walmart
215845,oloron sainte marie France,lindt and sprungli sas oloron sainte marie france,chambery france
215846,France,France,"France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Commune de Villar-d'Arêne,Col du Lautaret"
215851,España,Estado de México,Walmart
215852,"France,Provence-Alpes-Côte-d'Azur,Commune de Villar-d'Arène,Col du Lautaret",France,"France,Commune de Vilar-d'Arène"
215865,,Pays-Bas,"Bruxelles, Belgique"
215981,inconnue,super u Tonnay-Charente,France
215989,,Saint Jean de Monts,Saint Jean de Monts
216031,,France,France
216067,,"Poitiers,France","Poitiers,France"
216137,,France,"Vertou,France"
216162,,Saint Vincent de Tyrosse,France
216169,,Limoges,"Limoges,France"
216204,,Aveyron,"France,Gard"
216224,,"Morbihan,Bretagne,France",France
216256,France,France,"France,Carquefou"
216258,France,France,"Carquefou,France"
216661,,France,France
216849,Union européenne,leclerc,France
216966,"Haute-Garonne,France",France,"Toulouse,France"
217071,"[KAKAO],Amazonas,Peru","Rausch Schokoladen GmbH,Peine,Peine (Landkreis),Niedersachsen,Deutschland","Spanien,Etréchy"
217076,,France,"Caen,France"
217085,Afrika,Deutschland,"Graz,Austria,Caen,France"
217103,"Atlantique Sud-Est,Pacifique Centre-Ouest,Pacifique Centre-Est,Pacifique Sud-Est,Atlantique Centre-Est,Atlantique Sud-Ouest,FAO 47,FAO 71,FAO 77,FAO 34,FAO 41",Équateur,"France,Nantes"
